ID,C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,Class
14,0.223756743867,0,0,0.0515302946579,0,0,0,0.209192815458,0.200580612576,0,0.285256141593,0.0558642024215,0,0.437459960743,0.133777432372,0.0642501613948,0,0,0.0724572389893,0.0483274765128,0,0.0655996696552,0,0,0.0631935460831,0,0,0.0600655971525,0,0,0.463051071467,0,0,0,0.201678510636,0,0,0.0694177673607,0,0.46369752061,0,0,0.0497995662697,0,0.227228840204,0,0.0259169841085,0,0,0.127264194757,trade
15,0,0,0,0,0,0,0,0.679754205661,0.260707834873,0,0,0,0,0,0,0,0,0,0,0.314072023331,0,0,0,0,0,0.439806725334,0,0,0,0,0,0,0,0,0,0.339782627026,0,0,0,0,0,0,0,0,0.184590182314,0,0.168430057287,0,0,0,acq
16,0,0,0,0,0,0,0,0.299873778348,0,0,0,0.160160466485,0,0,0,0,0,0.347717612661,0,0,0,0,0.323380234308,0,0,0,0,0,0,0.194890152713,0,0,0.220187307844,0,0,0,0,0,0,0,0,0,0.142773393672,0,0,0,0.74302971935,0,0,0,earn
17,0,0,0,0.171550955519,0,0,0,0,0.534206854036,0,0,0,0,0,0.148454072843,0,0,0,0,0,0,0,0,0.238742125173,0,0.225297953971,0,0.199966071487,0,0,0,0,0,0,0,0.174059026964,0.23627386183,0.231100644772,0.469403796685,0,0.234646256217,0.23793112698,0.165789138888,0,0.0945592416008,0,0.0862809618594,0,0,0,earn
18,0,0,0.346146713913,0,0,0,0,0.16331962582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.671848570115,0,0.317007541329,0,0,0,0,0,0,0,0,0,0.244911341676,0,0,0,0,0.330161155279,0,0,0,0,0,0.364207243347,0,0,0,earn
19,0,0,0,0,0,0,0.747310142223,0,0,0,0,0,0,0,0,0,0,0.2149174681,0,0,0,0,0,0.25415302568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365190107334,0.249792766729,0,0,0,0,0,0.367401731039,0,0,0,earn
20,0,0,0,0,0,0,0,0,0,0,0.950615443411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216675635477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222220493517,0,0,0,0,trade
21,0,0.0975956647027,0,0,0,0,0,0.117462836684,0.0675762244092,0,0,0,0.108793929205,0,0,0.10823038351,0,0.71506905742,0,0.0814083763136,0,0,0,0,0,0.113999174525,0,0.303544262353,0,0,0.222861897316,0.239969477001,0.129373561388,0,0,0.0880726391114,0,0,0.118757504003,0,0,0.120391470901,0.33555253646,0,0,0.11232830882,0.174630230872,0,0.0970652873412,0,acq
22,0,0.192844777185,0,0.17152007397,0,0.120918010192,0,0.116050721294,0,0,0,0.278918416687,0,0.121341509436,0.222641023579,0.106929258877,0,0,0,0.482578203828,0.455913483833,0,0,0,0.210341543175,0,0.108208792538,0,0.114707916424,0.113133313557,0.220182694907,0.118542305297,0,0,0,0.0870138469639,0.118115664631,0.115529521727,0,0.0857461438328,0,0,0.248638941819,0,0.0472711098135,0.221955839453,0.0431327150454,0,0.0958983873247,0,interest
23,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,earn
24,0,0,0,0,0,0,0,0.115789480241,0.133227089041,0,0,0,0,0,0.148093225175,0,0.218744916311,0.805579771511,0,0,0,0,0,0.238161814122,0,0,0.215930408803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282988188682,0,0.25821371556,0,0,0,acq
25,0,0,0,0,0,0,0,0,0.260007549413,0,0,0,0,0,0,0,0.213452572018,0,0,0,0,0.21258796065,0,0,0,0,0,0,0,0,0,0,0.497780143083,0,0.217858938968,0,0,0,0,0.333932949436,0.228412636779,0,0,0,0,0,0,0,0,0.618635027491,earn
26,0,0,0.340758945513,0,0,0,0,0,0,0,0.657710722541,0.257610474107,0,0,0,0,0,0,0,0.222855846807,0,0,0.260070844277,0,0,0,0.299826580253,0.276984657245,0.31783445229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trade
27,0,0,0,0,0,0,0,0.488432207027,0,0,0,0,0,0,0,0,0,0.42476991964,0,0.33851109028,0,0,0,0,0,0,0,0.420731067451,0,0,0,0,0.53795920398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,acq
28,0,0,0.392572033858,0,0,0,0,0,0,0,0,0,0,0,0.236899207569,0,0,0,0.384931797423,0,0,0,0,0,0,0,0,0.319100735795,0,0,0,0,0.204005825928,0,0,0,0.377039777791,0.368784490494,0,0,0,0.379684399074,0,0,0,0,0.2753698986,0,0,0,acq
29,0,0.317141526765,0,0,0,0,0,0,0,0.194060294063,0,0.152897775787,0,0,0.24409515663,0,0,0.829874730397,0,0,0,0,0.154358062399,0,0,0,0.177954011386,0,0,0.186052597914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,earn
30,0,0,0,0,0,0,0,0,0,0,0.950615443411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216675635477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222220493517,0,0,0,0,trade
31,0.541608860089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350933639085,0,0,0,0,0,0,0,0,0,0.493627168985,0,0,0.278850511184,0,0,0,0,0,0.511937529474,0,0,0,0,0,0,0,0,0,0,0,money-fx
32,0,0,0,0,0,0,0,0.248708724766,0,0,0,0.199250359252,0,0,0,0,0,0,0,0,0,0,0,0,0.225391864803,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754349925751,0,0,0.254909638196,0,0,0,0,0.462189395939,0,0,0,money-fx
33,0.0509710707163,0.118780646423,0.100998802584,0.0352153090135,0,0,0,0.0953069087956,0.027414973273,0,0,0,0.0441365685562,0.0498259900668,0.182844427779,0.0439079439135,0,0.870288297499,0.049516582007,0.0660530676387,0,0.0448301849122,0.0385416791033,0.0490080494573,0,0.0462482825887,0,0.0820965057097,0.0942041273574,0.0464554906538,0.135619139984,0,0.13121377965,0.0949008428023,0,0.0714603122157,0,0,0,0.140838416491,0,0,0.170162729184,0,0,0.045570429704,0.159402764747,0,0.0787567604274,0,acq
34,0,0,0,0,0,0,0,0.138200337502,0.318025931744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284257628786,0,0,0,0,0,0,0,0,0.304427687128,0,0,0,0,0,0,0.816894260371,0,0,0.197396364235,0,0,0,0,0,0,0,earn
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240444568208,0,0,0,0,0,0,0,0,0.386680177249,0,0,0,0,0,0,0,0,0.41411782868,0,0,0,0,0,0,0.555617132851,0,0,0,0,0,0,0.558981999525,0,0,0,earn
36,0.138474884549,0,0,0,0,0.269783128552,0,0.0647309003261,0.223437640541,0,0.397202890204,0,0,0,0.413949858736,0,0,0,0,0.0897243356559,0.127149964904,0,0,0,0,0,0,0,0,0,0.122813748322,0,0,0.128910213833,0.124811471573,0.0970693605691,0.131765373431,0,0,0.0956551588458,0,0,0.184914807142,0,0,0.619013874286,0,0,0,0,money-fx
37,0,0.368582484104,0,0,0,0,0,0,0,0,0,0,0.410874159255,0,0,0.408745857012,0,0.38579279446,0,0,0,0,0,0,0,0.430532432567,0,0,0,0,0,0,0.244297883411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366579446306,0,acq
38,0,0,0,0,0,0,0,0.0989504999347,0.56926100014,0,0,0,0,0,0,0,0.186933379286,0,0,0,0,0.186176186607,0,0,0.179347449306,0,0,0,0,0,0,0,0.326952224357,0,0,0,0,0,0,0,0.200034816452,0,0.141334451706,0,0.322445213359,0,0,0,0,0.541776260367,earn
39,0,0,0,0,0,0,0.463300600137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886201192683,0,0,0,0,0,0,earn
40,0,0,0.303451669084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198456943154,0.281236892673,0.269385261783,0,0,0,0,0,0,0,0.558303497321,0,0.292498210948,0,0,0,0,0,0,0,0.423150091503,0,0.293489741213,0,0,0.233278997153,0,0,0,0,0,acq
41,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,acq
42,0,0.265815167984,0.339032676832,0,0,0,0,0.159963066803,0,0,0,0,0,0,0,0,0,0.556453878787,0,0.221726869641,0,0,0,0,0,0,0,0,0,0,0,0,0.176183312332,0,0,0,0,0,0,0,0,0,0,0,0.521263917199,0,0.35672202471,0,0,0,acq
43,0,0,0,0,0,0,0.843189029303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537617206629,0,0,0,0,0,0,earn
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686199546944,0,0.727413350011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ship
45,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,earn
46,0,0,0,0,0,0,0,0,0.213065773467,0,0,0,0,0,0,0,0.349831668027,0,0,0,0,0.348414639251,0.299541151731,0,0,0,0,0,0,0,0,0,0,0.737557584792,0,0.277690343573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ship
47,0,0,0,0,0,0,0.9153183375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328278849414,0.0616469366114,0,0.224999985046,0,0,0,earn
48,0,0,0,0,0,0,0.737966901958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470527593016,0,0,0.483744391001,0,0,0,earn
49,0,0,0,0,0,0,0.658171181206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586660133176,0,0,0.419649852674,0,0,0.215718764881,0,0,0,earn
50,0,0,0,0.147335824867,0,0,0,0.299062873854,0,0.202728521513,0,0.159727368123,0,0,0,0,0,0,0,0,0,0,0,0,0.361366970643,0,0.185902808196,0,0,0,0,0,0,0,0,0.1494898716,0,0,0.604718248621,0,0,0,0,0,0,0,0.518714317459,0,0,0,money-fx
51,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,earn
52,0,0,0.616553918731,0,0,0,0,0,0.334713061361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160200651819,0,0,0,0,0,0,0,0,0,0,0,0.47397689486,0,0.432482131787,0,0,0.265460527824,earn
53,0,0,0,0,0,0,0.843189029303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537617206629,0,0,0,0,0,0,earn
54,0,0,0,0,0,0,0.827831729648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276707576215,0,0,0.197934522947,0.446037520034,0,0,0,0,0,earn
55,0,0,0,0,0,0,0.964345254881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230574899639,0.129897825409,0,0,0,0,0,earn
56,0,0,0,0,0,0,0.835252738609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532557028797,0,0,0.136879047793,0,0,0,earn
57,0,0.381805510747,0.649296001779,0,0,0,0,0,0,0,0,0,0.141871471555,0,0.0979550853302,0,0.144687084217,0,0.15916485095,0,0,0,0.247774800328,0,0,0,0,0,0,0.149325356194,0,0.156464717651,0.0843540520533,0,0,0,0,0,0,0,0,0,0,0.221502684432,0.249573714008,0,0.227724543206,0,0,0.27955780364,earn
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573369666878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60774793476,0.549444877034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,acq
59,0,0,0,0.160797340968,0,0,0.986987444265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,earn
60,0,0,0,0,0,0,0,0.260598556976,0.0599688107799,0,0,0,0,0,0.866585546592,0,0,0,0,0.144487608112,0,0.0980636694209,0,0,0.188933604245,0,0,0,0,0,0,0.106477420757,0.114809294107,0,0.100495093447,0,0,0,0,0,0,0,0,0,0,0.0996829159331,0,0,0.258414400956,0,acq
61,0,0,0,0,0,0,0.837178570097,0,0.0796348055962,0,0,0,0,0,0,0.127543461117,0,0,0,0,0,0,0,0.284716417727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279831812063,0,0,0.300254028009,0.0563842022265,0,0.154343979058,0,0,0,earn
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474571253774,0.193501667214,0,0,0,0,0,0.594364985901,0.142329448494,0,0.311187146103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30592093405,0.22357095097,0,0,0,0,0.308131844244,0,0.16869368737,0,0,0,earn
63,0,0,0,0,0,0,0.843189029303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537617206629,0,0,0,0,0,0,earn
64,0.483686719051,0,0,0,0,0,0,0.150734803652,0,0,0,0.120759590592,0,0,0.192787835065,0,0,0,0,0.104467727544,0,0,0,0,0,0,0.281098314854,0.129841590973,0,0.146945470182,0,0,0,0.750462903845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,money-fx
65,0.180034852311,0.419544966107,0.178368869354,0,0,0,0,0.0841583520224,0.290497173884,0,0,0.134845143775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164085377869,0,0,0.185384007897,0,0,0,0.171311639816,0,0,0,0,0,0.120206310705,0.121698526628,0.342803444547,0,0.187675432397,0,0,0.614381227886,earn
66,0,0,0,0,0,0,0.650847598376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260067832203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.580132265957,0,0,0.41498033729,0,0,0,0,0,0,earn
67,0,0,0,0,0,0,0.642705997291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16392174864,0,0,0,0,0,0,0,0,0.737620656448,0,0,0.126389985958,0,0,0,earn
68,0,0,0,0,0,0,0.938341256417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224357344976,0.126395072806,0,0.230659389211,0,0,0,earn
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,acq
70,0,0,0,0,0,0,0.812724327566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518192917081,0,0,0.266374300695,0,0,0,earn
71,0,0,0,0,0,0,0,0.87595687307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48238942414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,acq
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457988310733,0,0,0,0,0,0,0,0,0,0,0,0,0.545873608314,0,0,0,0,0,0,0,0.333974565426,0,0,0,0.538348783055,0,0,0,0,0.301513330403,earn
73,0,0,0,0,0,0,0.812724327566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518192917081,0,0,0.266374300695,0,0,0,earn
74,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,earn
75,0,0,0,0,0,0,0.463300600137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886201192683,0,0,0,0,0,0,earn
76,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,earn
77,0,0.174422159403,0,0.15513462236,0,0,0,0,0,0,0,0,0.194435604487,0,0.671239820806,0,0.198294416579,0.182566495137,0,0.145492372365,0,0,0.169788339229,0.215896025284,0.190247445164,0,0,0,0,0,0,0,0.346823027679,0,0,0,0,0,0,0.155109490504,0,0.215162634449,0,0,0,0,0.156048847346,0,0,0.191567726564,earn
78,0,0,0,0,0,0,0.941126693016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33805406031,0,0,0,0,0,earn
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650874872814,0,0,0,0,0,0,0,0.39551717122,0,0,0,0,0,0,0,0,0,0.512920834025,0,0.292548748319,0,0.26693728681,0,0,0,acq
80,0,0,0,0,0,0,0.669596021012,0.221428869397,0.0636938771081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227723196981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572623333599,0.111908184587,0,0,0,0.225487362,0,0.205746854048,0.114448318844,0,0,earn
81,0,0,0,0,0,0,0.722685877902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.691176621336,0,0,0,0,0,0,earn
82,0,0,0,0,0,0,0.802874475235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575901734196,0.108147624393,0,0,0,0.109698955801,0,earn
83,0,0,0,0.402027655897,0,0,0,0,0,0,0,0,0,0,0,0.501265167375,0,0.236558348384,0,0.18851999806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202198424019,0,0.674331633053,0,earn
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.560033379352,0,0,0,0,0,0,0,0,0,0,0,0.828470044125,0,0,0,0,0,acq
85,0,0,0,0,0,0,0.329112917141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.944290573802,0,0,0,0,0,0,earn
86,0,0,0,0,0,0,0,0.0600840746025,0,0,0,0,0.111299586204,0,0.0768467426491,0,0,0,0.499465660144,0,0,0,0,0,0,0.699748288073,0,0,0.118777702216,0,0.455989357737,0,0,0,0,0,0,0,0,0,0,0,0.0858201802496,0,0.0978965354771,0,0,0,0,0,grain
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678815788917,0,0,0,0.734308603188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,acq
88,0,0,0,0.0426219509546,0,0,0,0.403733000545,0,0.117292384372,0.0589855606162,0,0.053419569869,0,0,0,0,0,0,0.039972822732,0,0,0.0466479381402,0,0.0522689078276,0,0,0,0.342052687461,0,0,0,0,0,0,0.086490166004,0,0.0574171115355,0,0,0,0,0.370713813433,0,0,0.110310014266,0.728843153693,0,0,0,grain
89,0,0,0,0,0,0,0.463300600137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886201192683,0,0,0,0,0,0,earn
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201443211181,0,0,0,0,0,0,0.592683289258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636952603147,0,0,0,0.449931697758,0,0,0,0,0,0,0,money-fx
91,0,0,0,0,0,0.3780468964,0,0.362829448985,0,0,0,0.29067696811,0,0,0,0,0,0,0,0.251461288987,0,0.341333309308,0,0,0,0,0.33831187031,0,0,0,0.344197627461,0,0,0,0,0,0,0,0.366828530254,0.268083005193,0,0,0,0,0.14779184942,0,0,0,0,0,interest
92,0,0,0,0,0,0,0,0.40880009014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.793491356714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333034275656,0,0.303878469722,0,0,0,acq
93,0,0,0,0,0,0,0.737966901958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470527593016,0,0,0.483744391001,0,0,0,earn
94,0,0.299726186446,0,0,0,0.187935056352,0,0.0901850717335,0.10376672006,0.183403770781,0,0,0,0,0.230691045644,0.166193243346,0,0.156860686588,0,0,0,0,0,0,0,0,0,0,0,0.175835804979,0.171107873464,0.184242651618,0,0,0,0.135240004418,0,0,0.364716341602,0,0,0,0.128814484757,0,0.220411301985,0,0.0670383941961,0.559359574362,0.298097343767,0,earn
95,0,0,0,0,0,0,0.646919449796,0,0.0615368171869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64870977959,0,0,0.232017609548,0.0435701992196,0,0.318046433828,0,0,0,earn
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428548815178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903518629033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,acq
97,0,0,0,0,0,0,0,0,0.537624304099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667398927951,0,0.380656639484,0,0.347331687912,0,0,0,acq
