ID,C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,Class
43,0,0,0,0,0.930768205657,0,0,0,0,0,earn
44,0.1614062227,0.205105362347,0,0.547013757898,0,0,0,0,0,0.075361781073,ship
45,0.699999973072,0.0333333349275,0.0333333381254,0.0333333333335,0.0333333333335,0.0333333333859,0.0333333333362,0.0333333514929,0.0333333333518,0.033333335641,earn
46,0.287642959266,0.266713269275,0,0.322256678561,0,0.0246732724636,0,0.0303920465581,0.0643606857785,0,ship
47,0,0,0,0,0.954999493629,0,0,0,0,0,earn
48,0.0100000038967,0.0100000094611,0.0100001231001,0.0100000417271,0.909998840907,0.0100000793808,0.0100005096158,0.0100000115294,0.0100000857223,0.0100002946592,earn
49,0,0,0,0,0.960869324707,0,0,0,0,0,earn
50,0,0,0,0,0,0,0,0,0,0.982690079791,money-fx
51,0.699999972893,0.0333333349249,0.0333333381005,0.0333333333335,0.0333333333335,0.0333333333859,0.0333333333362,0.0333333517058,0.0333333333518,0.0333333356353,earn
52,0,0,0,0,0,0,0.821960744333,0,0,0.153034303368,earn
53,0.014285719035,0.0142857144134,0.0142857266008,0.0142857147869,0.87142851358,0.0142857157903,0.0142857457659,0.014285715039,0.0142857148148,0.0142857201743,earn
54,0,0,0,0,0.957132358369,0,0,0,0,0,earn
55,0,0,0.135555124421,0,0.80729423696,0,0,0,0,0,earn
56,0,0,0,0,0.93571399196,0,0,0,0,0,earn
57,0.0509623307238,0,0,0.110829121889,0.0273868149276,0,0.636587641587,0.011670032577,0.157434923939,0,earn
58,0.0463328243321,0,0.584230787932,0,0,0.134917121054,0.218300407995,0,0,0,acq
59,0,0,0,0,0.930768119615,0,0,0,0,0,earn
60,0.0906313043203,0.263949006144,0.355562155525,0.063072764772,0.0108965243783,0.144602538157,0,0,0.0699279152681,0,acq
61,0,0,0,0,0.969999182574,0,0,0,0,0,earn
62,0,0.526549070316,0,0,0,0,0.376207485903,0,0.0439882028665,0.0465874830153,earn
63,0.0142857199451,0.0142857156855,0.0142857268997,0.0142857153309,0.87142842181,0.0142857181332,0.0142858098587,0.0142857211022,0.0142857157216,0.0142857355132,earn
64,0.0117851157993,0.794652559226,0.0110008479694,0,0,0,0,0.178305213046,0,0,money-fx
65,0.02685651186,0,0,0.0206379177428,0,0,0.736735053014,0,0.17430357279,0.0365150517411,earn
66,0,0,0,0,0.91818050723,0,0,0,0,0,earn
67,0,0,0.0532244282408,0,0.913438555922,0,0,0,0,0,earn
68,0,0,0,0,0.954999344602,0,0,0,0,0,earn
69,0.0142863282735,0.0142865170314,0.575627718519,0.0142879477212,0.0142860735173,0.0142899568444,0.0142888133059,0.0142865475576,0.0142880827221,0.310072014508,acq
70,0.0125000049341,0.0125000077485,0.0125001047723,0.012500034152,0.887499061034,0.0125000651733,0.0125004021553,0.0125000096638,0.0125000699734,0.0125002403935,earn
71,0,0,0.589332602974,0,0,0,0.357325784971,0,0,0,acq
72,0,0.0604776738573,0.220432071827,0.0851130915869,0,0,0.49512969824,0,0,0.126937932569,earn
73,0.0125000049341,0.0125000077485,0.0125001047721,0.012500034152,0.887499061195,0.0125000651732,0.0125004019706,0.0125000096638,0.0125000699734,0.0125002404177,earn
74,0.699999974217,0.0333333349322,0.0333333381399,0.0333333333335,0.0333333333335,0.0333333333859,0.0333333333362,0.0333333503309,0.0333333333518,0.0333333356395,earn
75,0.0166666857608,0.0166666689103,0.0166668977766,0.0166666700175,0.849999588092,0.0166666978831,0.0166667505308,0.0166666855322,0.0166666732813,0.0166666822158,earn
76,0.69999997243,0.0333333349169,0.0333333380698,0.0333333333335,0.0333333333335,0.0333333333859,0.0333333333362,0.033333352198,0.0333333333518,0.0333333356448,earn
77,0.0593661533806,0.305779881639,0.133196641484,0,0.0278055971838,0.301916459179,0.128975094579,0,0,0.0401817267809,earn
78,0.0142857298705,0.0142857750561,0.0142862146364,0.0142859760895,0.871424840821,0.0142863166648,0.0142873072024,0.0142857673846,0.0142859690265,0.0142861032485,earn
79,0,0,0,0.165070205973,0,0,0.578346902875,0.0446285346141,0,0.192596134437,acq
80,0,0,0,0,0.444826131315,0.153365546194,0.38808181194,0,0,0,earn
81,0.0200000088982,0.020000000229,0.0200000261279,0.020000001041,0.819999885659,0.0200000029826,0.0200000636963,0.020000001518,0.0200000011475,0.0200000087007,earn
82,0,0,0,0,0.967855795631,0,0,0,0,0,earn
83,0,0,0.690108628852,0,0,0,0.285645924966,0,0,0,earn
84,0.0696944796496,0,0.558130245629,0,0,0,0.345245925694,0,0,0,acq
85,0.0100060111485,0.0100021611451,0.0100054656155,0.0100003804788,0.909963257206,0.0100094071379,0.0100067500865,0.010000221666,0.0100055338098,0.0100008117059,earn
86,0.0208330755331,0.245131140189,0,0,0,0,0,0,0.724311067051,0,grain
87,0,0,0.924982568442,0,0,0,0,0,0,0,acq
88,0,0,0,0,0.0852336414883,0,0.0495725258761,0.0352276285236,0.821515844291,0,grain
89,0.014285727736,0.0142857158663,0.0142858645897,0.0142857166465,0.871428291755,0.0142857362721,0.0142857749205,0.0142857277556,0.0142857189505,0.0142857255082,earn
90,0,0.670990453137,0,0.0858556865133,0,0,0,0.232214033325,0,0,money-fx
91,0,0.450134501476,0,0,0,0.435310021474,0,0,0,0.10158970596,interest
92,0,0,0.278807866504,0,0,0,0.683090202643,0,0,0,acq
93,0.0100000038964,0.0100000094605,0.0100001230924,0.0100000417246,0.909998865392,0.0100000793761,0.0100004865271,0.0100000115287,0.0100000857173,0.0100002932845,earn
94,0.0164742697162,0,0.536975502075,0,0,0,0.438114359701,0,0,0,earn
95,0,0,0,0,0.878600099096,0,0,0.0289331974891,0,0.0712521807653,earn
96,0.0539283063478,0,0.797263996552,0.12821708334,0,0,0,0,0,0,acq
97,0,0,0.546792986363,0,0,0,0.411094914698,0,0,0,acq
98,0.0125000040113,0.0125000001108,0.0125000093654,0.0125000003887,0.887499954304,0.0125000012145,0.012500024601,0.0125000005983,0.0125000003938,0.0125000050126,earn
99,0,0.113028488733,0.0795835916674,0.0929926838571,0,0.110631244073,0.162482964815,0.089151632707,0.287050981538,0.0606572664475,crude
100,0,0,0,0,0.990108297161,0,0,0,0,0,earn
101,0,0,0.0653802131788,0,0.884613516558,0,0,0,0,0,earn
102,0.699999971799,0.0333333349358,0.0333333380811,0.0333333333335,0.0333333333335,0.0333333333859,0.0333333333362,0.0333333528216,0.0333333333518,0.0333333356211,acq
103,0.699999977068,0.0333333348865,0.0333333377644,0.0333333333335,0.0333333333335,0.0333333333857,0.0333333333362,0.0333333479817,0.0333333333517,0.0333333355588,earn
104,0.699999971137,0.0333333349383,0.0333333382164,0.0333333333335,0.0333333333335,0.0333333333859,0.0333333333362,0.0333333532978,0.0333333333518,0.0333333356691,earn
105,0.0166666857564,0.0166666689098,0.016666876067,0.0166666700168,0.849999609777,0.0166666978727,0.0166667505799,0.0166666855283,0.0166666732799,0.0166666822124,earn
106,0.0166670984666,0.0166669738139,0.0166710561716,0.0166670070439,0.849990510152,0.0166674063719,0.0166687537034,0.0166666861642,0.0166671811113,0.0166673270006,earn
107,0,0,0,0,0.935707958414,0,0,0,0,0,earn
108,0.0200003897431,0.0200002546528,0.0200003155839,0.0200000434393,0.819996756798,0.0200003236531,0.0200005702174,0.020000175999,0.0200003227395,0.020000847174,earn
109,0,0,0.111741820759,0,0.858626233157,0,0,0,0,0,earn
110,0.149437806916,0.110147479473,0.262779861041,0,0,0,0.198989838785,0,0.274370375399,0,acq
111,0.699999977068,0.0333333348865,0.0333333377644,0.0333333333335,0.0333333333335,0.0333333333857,0.0333333333362,0.0333333479817,0.0333333333517,0.0333333355588,interest
112,0,0,0,0,0,0.271521597771,0.714682577004,0,0,0,earn
113,0,0,0,0,0.984743649697,0,0,0,0,0,earn
114,0,0,0,0,0,0.957134496032,0,0,0,0,interest
115,0,0,0.098266895798,0,0,0,0,0,0.643820605454,0.244184739661,grain
116,0,0.0869577000446,0,0,0.145228477837,0.0724168341292,0.650572141121,0.0268692000105,0.0161369487456,0,earn
117,0,0,0,0,0.965384187738,0,0,0,0,0,earn
118,0,0,0,0.196232601396,0.0206760309336,0.016835569691,0,0.0603628744593,0.626425338322,0.0760769729798,grain
119,0,0.0855419578384,0,0,0.0260992054371,0,0.877065862419,0,0,0,earn
120,0.0125000049341,0.0125000077485,0.0125001047716,0.0125000341519,0.887499061425,0.0125000651731,0.0125004017622,0.0125000096638,0.0125000699733,0.0125002403966,earn
121,0,0.544552462596,0.102214687122,0,0,0,0.301771779941,0.0457452406201,0,0,earn
122,0,0.0600651762721,0.599120709059,0,0,0,0,0,0,0.290804323617,acq
123,0.0125000221597,0.0125000675435,0.0125001262396,0.0125000445278,0.887498976879,0.0125001246557,0.0125003866527,0.0125000345563,0.0125000523687,0.0125001644169,earn
124,0,0,0.939990640813,0,0,0,0,0,0,0,acq
125,0,0,0.665829365995,0,0,0,0.280822544103,0,0,0,earn
126,0.0949368118311,0,0.125695243053,0,0,0.314264814317,0.31519456934,0.144530759833,0,0,earn
127,0,0,0.721035285659,0,0,0,0.264674702811,0,0,0,acq
128,0.699999974323,0.0333333349222,0.0333333380125,0.0333333333335,0.0333333333335,0.0333333333858,0.0333333333362,0.0333333503631,0.0333333333518,0.0333333356386,acq
129,0,0,0,0,0.943749573743,0,0,0,0,0,earn
130,0,0,0.536556759466,0,0,0.0634336675626,0.32797451587,0.0589875970981,0,0,acq
131,0,0,0,0,0.973528623009,0,0,0,0,0,earn
132,0,0,0,0,0,0,0,0,0.976309485484,0,grain
133,0,0,0,0,0.629990884801,0,0.339235533376,0,0,0,earn
134,0.0125023907163,0.0125017383818,0.887484774376,0.0125015772453,0.0125002763593,0.0125027121191,0.0125020293523,0.0125011838751,0.0125011934593,0.0125021241155,acq
135,0,0,0,0,0.962497474192,0,0,0,0,0,earn
136,0.0125000049341,0.0125000077485,0.0125001047719,0.012500034152,0.887499061078,0.0125000651732,0.0125004020982,0.0125000096638,0.0125000699734,0.0125002404064,earn
137,0,0,0,0,0.921631492591,0,0.0638194915711,0,0,0,earn
138,0,0.40051993458,0,0,0,0,0.567473888183,0,0,0,acq
139,0.0496684478133,0.13483154193,0.196011832465,0.0181394183137,0,0,0.254297384158,0.164812186153,0.174905366349,0,acq
140,0.0100000038345,0.0100000020262,0.0100000062044,0.0100000016518,0.909999840692,0.0100000030311,0.0100001152058,0.0100000069046,0.0100000015268,0.0100000189232,earn
141,0.0100000038344,0.0100000016708,0.0100000062415,0.0100000020814,0.909999924385,0.0100000010972,0.0100000513873,0.0100000023948,0.0100000011568,0.0100000057513,earn
142,0.0188757489357,0.398977475111,0,0.0813461083635,0,0.024812495755,0,0.0842185214724,0.362329195655,0.0277258805302,trade
143,0.117963644064,0,0.33091361192,0,0,0.0934255617666,0,0.0319874677069,0.145462477045,0.273896162035,acq
144,0.0166666857589,0.0166666689101,0.0166668879895,0.0166666700172,0.849999597729,0.0166666978796,0.0166667506897,0.0166666855307,0.0166666732807,0.0166666822144,earn
145,0,0,0.475206868627,0,0,0,0,0.498980401181,0,0,acq
146,0,0.0419717390202,0,0,0.18057790507,0,0.764483606216,0,0,0,earn
147,0,0.684950336848,0,0,0,0,0,0,0.298023732374,0,trade
148,0.69999997369,0.0333333349235,0.0333333382493,0.0333333333335,0.0333333333335,0.0333333333859,0.0333333333362,0.0333333507651,0.0333333333518,0.0333333356313,earn
149,0.0111111155074,0.0111111179746,0.0111112039257,0.0111111413579,0.787597758029,0.123512567033,0.0111114673614,0.0111111196742,0.0111111733288,0.0111113358077,earn
150,0,0,0,0,0.939998975844,0,0,0,0,0,earn
151,0.699999971935,0.0333333349362,0.0333333380362,0.0333333333335,0.0333333333335,0.0333333333859,0.0333333333362,0.0333333527266,0.0333333333518,0.0333333356248,earn
152,0,0,0,0,0.965384101191,0,0,0,0,0,earn
153,0,0,0,0,0.987499279042,0,0,0,0,0,earn
154,0,0,0,0,0.674632883453,0,0.3025079161,0,0,0,earn
155,0,0,0,0,0.970967673065,0,0,0,0,0,earn
156,0.0130392513875,0.352266921059,0,0.0502520887982,0.0269263049552,0,0.234696924628,0.0759320825808,0.168428198973,0.0697422091541,earn
157,0.014285727737,0.0142857158664,0.0142858690118,0.0142857166466,0.871428287211,0.0142857362742,0.0142857750374,0.0142857277563,0.0142857189508,0.0142857255088,earn
158,0.12950898251,0.453598483466,0.141226214414,0.107840289403,0,0,0.0188449411366,0,0.144486040856,0,crude
159,0,0,0.334226383242,0.245741968283,0,0,0,0.37884415539,0,0,acq
160,0,0,0,0,0.978048171312,0,0,0,0,0,earn
161,0.0142892392827,0.0142892357428,0.162907572593,0.0142870454,0.722791574755,0.0142872125594,0.0142874628302,0.0142864010737,0.0142868874684,0.0142873682945,earn
162,0.0142857277363,0.0142857158664,0.0142858656923,0.0142857166465,0.87142829064,0.0142857362741,0.0142857749302,0.0142857277557,0.0142857189506,0.0142857255083,earn
163,0,0,0.57274729439,0,0,0.122554701696,0.286744384175,0,0,0,acq
164,0,0,0,0,0.980848915914,0,0,0,0,0,earn
165,0,0.592919686735,0,0,0,0,0.0614215658729,0.277913288679,0.0610776996233,0,money-fx
166,0.0664450273336,0.127057456588,0.0678118870978,0.107851107075,0,0.0663594192974,0.453757490745,0.0290548139439,0.080696362705,0,earn
167,0,0.281978559647,0.217959885103,0,0,0,0.480612472221,0,0,0,acq
168,0,0,0,0,0.954998906592,0,0,0,0,0,earn
169,0.699999973118,0.0333333349219,0.0333333380479,0.0333333333335,0.0333333333335,0.0333333333859,0.0333333333362,0.0333333515422,0.0333333333518,0.0333333356294,earn
170,0,0.433849725951,0,0,0,0,0,0,0.548754715734,0,trade
171,0.0594377421764,0,0.0273901191248,0.067103097752,0,0,0.70116905821,0.096145819656,0,0.0438746516998,earn
172,0,0.316268667413,0,0.051330271736,0,0,0.616083064512,0,0,0.0110993835749,earn
173,0.579123627207,0.069467121119,0,0.242979803039,0,0.036282786201,0,0,0.0212732675199,0.0469508393839,crude
174,0,0,0,0,0.97499883773,0,0,0,0,0,earn
175,0,0.828432439793,0,0,0,0,0,0.139561423132,0,0,money-fx
176,0,0,0,0.332833568429,0,0,0.639994818804,0,0.0221345567006,0,crude
177,0.04100494788,0.357662042571,0.159643009099,0.0696214036334,0,0,0.16217134814,0.152923300965,0.0403501974634,0.0155709049251,acq
178,0,0.146190497849,0,0,0.0445067473122,0,0.62884373525,0,0.0403056123812,0.134054088547,earn
179,0.699999973644,0.0333333349225,0.0333333379511,0.0333333333335,0.0333333333335,0.0333333333859,0.0333333333362,0.0333333511025,0.0333333333518,0.0333333356388,earn
180,0,0,0,0.811770916038,0,0,0,0,0.0948435378802,0.0721694327341,crude
181,0,0,0,0,0.930758870194,0,0,0,0,0,earn
182,0,0,0,0.0722872441608,0.2883233706,0,0.62642455578,0,0,0,earn
183,0.0994935972725,0.698487948246,0,0,0,0,0,0.192016540211,0,0,money-fx
184,0,0.435085204335,0.320950374849,0.0694762042912,0,0.147365895854,0.0231530025416,0,0,0,acq
185,0.0200000075905,0.0200000001824,0.0200000532314,0.0200000009994,0.819999861359,0.020000003048,0.0200000612364,0.0200000016598,0.0200000011452,0.0200000095476,earn
186,0,0,0,0,0.959090544175,0,0,0,0,0,earn
187,0.699999973653,0.033333334936,0.0333333381253,0.0333333333335,0.0333333333335,0.0333333333859,0.0333333333362,0.0333333509275,0.0333333333518,0.0333333356173,trade
188,0,0,0,0.0788967225154,0.0146972458902,0.0234572376407,0.776009585494,0,0.0780425153199,0.0262984203405,earn
189,0.0200001441226,0.0200004023691,0.0200028043194,0.020001241799,0.819987357786,0.0200019898908,0.0200025364056,0.0200002023879,0.0200008916926,0.0200024292267,earn
190,0,0.0222980998777,0,0.0769023166709,0.0726504563981,0.188936172663,0.632881984587,0,0,0,earn
191,0,0,0,0,0,0,0,0,0.973523052629,0,grain
192,0,0,0.459586610173,0,0,0,0,0,0.495959381617,0,grain
193,0,0,0,0,0.0591899464967,0,0.567817280041,0.275120968256,0.0853686608712,0,earn
194,0,0.107141721612,0.0917727120622,0,0,0,0.782162933218,0,0,0,acq
195,0,0,0.935699277614,0,0,0,0,0,0,0,earn
196,0,0,0.575977279468,0.0429617340172,0.148371376607,0,0.212685995555,0,0,0,earn
197,0.0587276452401,0,0.118653664956,0,0,0.062663607072,0.686024010981,0.0371507155694,0,0.0297602560957,acq
198,0.0200000075905,0.0200000001824,0.0200000532242,0.0200000009994,0.81999986135,0.020000003048,0.0200000612525,0.0200000016598,0.0200000011452,0.0200000095476,earn
199,0,0,0,0,0,0,0.185918400038,0,0.798694264497,0,grain
200,0,0.29783211493,0,0.140603165829,0.0965808135068,0,0.454072369506,0,0,0,earn
201,0,0,0.363491357563,0.233853456598,0,0.0810095725725,0.130014932968,0.176476022331,0,0,acq
202,0,0,0,0,0.939998478275,0,0,0,0,0,earn
203,0,0,0.10643641227,0.0675280472567,0,0,0.761214455625,0,0,0.0471696787046,earn
204,0.014285727736,0.0142857158663,0.0142858633554,0.0142857166464,0.871428293053,0.0142857362726,0.014285774856,0.0142857277554,0.0142857189505,0.014285725508,earn
205,0.0142857277382,0.0142857158666,0.0142858759342,0.0142857166468,0.871428279816,0.0142857362757,0.0142857755034,0.0142857277578,0.0142857189512,0.0142857255098,earn
206,0.699999971649,0.0333333349429,0.0333333382024,0.0333333333335,0.0333333333335,0.033333333386,0.0333333333362,0.0333333528011,0.0333333333518,0.0333333356637,acq
207,0,0.0429127277218,0.177832057488,0.0602652842861,0,0.100596523556,0,0.186272313792,0.424846752207,0,grain
208,0.0350354236185,0,0.308188491597,0.0831845727769,0,0.194876731569,0.141435516724,0,0,0.229869937642,acq
209,0,0,0,0,0.97692226975,0,0,0,0,0,earn
210,0,0,0.405337072796,0.0228748010686,0,0,0.485110534395,0.0320259030551,0.0487680538623,0,acq
211,0.0766097862815,0.201915467559,0,0,0.193776034162,0,0.508944400597,0,0,0,earn
212,0,0.843560441714,0,0,0,0.0527756827726,0,0.096995412233,0,0,interest
213,0,0,0,0,0,0,0.188899654748,0,0.227784999653,0.533296047065,acq
214,0,0,0.0527584614477,0.0437935081203,0.0434609951544,0.244196955551,0.607016556762,0,0,0,earn
215,0,0.27989109935,0,0.0580778762859,0,0,0,0.0883721222306,0.567471702511,0,trade
216,0,0.189755097566,0.0743692102586,0,0.0179704939775,0,0.315520306889,0,0.0482138217619,0.346761715977,earn
217,0,0,0,0,0.962499553145,0,0,0,0,0,earn
218,0,0,0,0,0.821376168709,0.12147939011,0,0,0,0,earn
219,0.0972382305558,0.0881887829393,0,0.438352206468,0,0,0,0.111574736619,0.133935245867,0.12577104644,crude
220,0,0.372651215945,0.0591972458296,0,0,0,0.553255256033,0,0,0,earn
221,0,0,0,0.0948491591913,0,0.0414668381099,0.766084396402,0,0.0214639456772,0.0727792124956,earn
222,0,0,0,0,0.970963956585,0,0,0,0,0,earn
223,0,0,0,0,0.962499535852,0,0,0,0,0,earn
224,0.0789741486461,0,0.307078675027,0.06743373096,0.063778813536,0,0.475379418956,0,0,0,acq
225,0.0125000049341,0.0125000077485,0.0125001047717,0.012500034152,0.887499061243,0.0125000651732,0.012500401945,0.0125000096638,0.0125000699733,0.0125002403955,earn
226,0,0,0,0,0,0,0.949990335464,0,0,0,acq
227,0.69999997158,0.0333333349334,0.0333333381731,0.0333333333335,0.0333333333335,0.0333333333859,0.0333333333362,0.033333352933,0.0333333333518,0.0333333356393,crude
228,0,0,0,0,0,0.275352547784,0,0,0.703013752617,0,grain
229,0,0,0,0.381770864849,0.183025554988,0,0,0,0.422920627503,0,crude
230,0,0.250893249484,0,0.0673708820245,0.0500208733486,0,0.625591095286,0,0,0,earn
231,0,0,0,0,0.736880686062,0.22100881946,0,0,0,0,earn
232,0,0.21997683945,0.486935533275,0.0234525495963,0.0200745285159,0,0.226887130242,0.0193113441967,0,0,acq
233,0,0,0,0.219825176223,0.1305385496,0,0.312447109146,0,0.330938382359,0,crude
234,0.0232205873069,0.499544939573,0,0.0180827148992,0,0.15875317422,0,0.0283214525906,0.267842663281,0,trade
235,0,0,0,0,0.963999502468,0,0,0,0,0,earn
236,0,0,0,0,0.741047998257,0.0828739866001,0.139233717436,0,0,0,earn
237,0,0,0,0,0.939992439659,0,0,0,0,0,earn
238,0,0.247704664148,0.0849393249186,0,0,0.182917399496,0.244377172958,0.208598267594,0.0275408437682,0,acq
239,0,0.771532975968,0,0,0,0.0965017641162,0,0.0363385597476,0.080755788826,0,interest
240,0,0,0.240938340786,0.10565477835,0,0,0.511209314153,0,0.0554982368236,0.0719907182774,acq
241,0,0.686626250831,0,0,0,0,0,0,0.30210437104,0,grain
242,0.113892037879,0.654371359019,0.0294098384519,0.0141394275689,0,0.0290952525381,0,0.107852463669,0.0207301812243,0.0298511512821,acq
243,0,0.732786994271,0,0.046249600727,0,0.0330163504849,0.0210215379513,0.0524130014782,0.111694875924,0,trade
244,0,0.695783122959,0,0,0,0,0,0,0.280682917901,0,money-fx
245,0.020000008675,0.020000513247,0.0200002807973,0.0200002047999,0.819978785708,0.0200005949434,0.0200037670871,0.020001072943,0.0200005761586,0.020014195641,earn
246,0,0,0,0,0.707644176806,0,0.124246749973,0,0,0.157659960229,earn
247,0.233542175478,0.0111112976629,0.0111112132921,0.0111111851788,0.677560440655,0.0111113336493,0.0111132459259,0.0111115126291,0.0111113221567,0.0111162733724,earn
248,0,0.781613569734,0.0394015413677,0,0,0,0,0.164669716026,0.0107848611595,0,interest
249,0,0,0,0,0,0.176622048653,0,0.0271463349839,0.782503502263,0,trade
250,0.0367172496171,0,0,0,0.935692945882,0,0,0,0,0,earn
251,0,0,0,0,0.1876498798,0,0,0.120638918394,0.675041508257,0,wheat
252,0,0,0,0,0,0,0.744562001627,0.166752864282,0.029280854431,0.0529512723119,earn
253,0,0,0,0,0.356754668872,0.614670683255,0,0,0,0,earn
254,0,0.12777078541,0,0.162964857926,0.0741913604251,0,0.530776915036,0,0,0.0944894043622,earn
255,0,0,0,0,0.556698138059,0.342829629709,0,0,0,0.0825217120111,earn
256,0,0.10178531969,0.275744366917,0,0,0,0.604966878971,0,0,0,acq
257,0,0,0,0,0.355217458817,0.175514768393,0.390531770535,0,0,0.0565112830594,earn
258,0,0.577564856726,0,0,0,0,0.14955669301,0.262731288339,0,0,interest
259,0,0.147409250307,0.186880120314,0,0,0.266853989758,0.334417662548,0,0.0609898409164,0,earn
260,0.0330846314119,0.233102989377,0.0857915810662,0,0,0.133914850844,0.285491984662,0,0,0.225946701911,earn
261,0,0,0,0,0,0.0532099347336,0.597350358824,0,0.0543378818689,0.289331149666,acq
262,0,0.0610000197858,0.315649147372,0,0,0,0.603902235917,0,0,0,acq
263,0,0,0,0,0.793038567041,0,0,0,0,0.196570685689,earn
264,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,trade
265,0,0,0,0,0.27605091991,0,0.607484548221,0,0,0.0970173920081,earn
266,0,0,0,0,0,0.597234379597,0.379232584637,0,0,0,trade
267,0,0.113244522934,0.051261306794,0,0,0,0,0.819211939835,0,0,money-fx
268,0,0,0,0,0,0,0,0,0,0.976311803405,money-fx
269,0,0.11124699399,0.0132727920293,0,0,0,0.798032854177,0.03058393971,0.0285050088012,0.0150790464806,earn
270,0.0138471395312,0.593359285506,0,0,0,0.0201591165561,0,0.333271890586,0.0380634935179,0,money-fx
271,0,0.502467056759,0.0106028172343,0.0106781780351,0,0.385127836137,0,0.0653845936041,0,0.0237289544518,money-fx
