ID,C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,Class
69,0.011111372949,0.0111115733826,0.0111116678464,0.0111118775355,0.89999427378,0.0111119633669,0.0111117358208,0.0111113704164,0.0111115919958,0.0111125729062,earn
70,0.0566601770603,0.137101967297,0.19583864011,0,0.0935957690723,0,0.503980315546,0,0,0,acq
71,0,0.134252802,0.274733752475,0,0,0,0.421928474714,0,0,0.155749226686,acq
72,0,0,0,0,0.976311984216,0,0,0,0,0,earn
73,0,0.486383881585,0.446927465438,0,0,0,0,0,0,0,acq
74,0.0142859623485,0.0142861569494,0.0142859633182,0.0142863179479,0.871424251998,0.0142862406405,0.0142864901208,0.0142858617277,0.0142861318942,0.0142866230547,earn
75,0,0,0,0,0.966663647588,0,0,0,0,0,earn
76,0.0200000075905,0.0200000001824,0.0200000532546,0.0200000009994,0.819999861312,0.020000003048,0.0200000612608,0.0200000016598,0.0200000011452,0.0200000095476,earn
77,0.0200000075905,0.0200000001824,0.0200000532214,0.0200000009994,0.819999861366,0.020000003048,0.02000006124,0.0200000016598,0.0200000011452,0.0200000095476,earn
78,0.041506549961,0,0,0,0.926490745156,0,0,0,0,0,earn
79,0,0,0,0,0.209323283433,0,0.737329624401,0,0,0,earn
80,0,0,0,0,0.9666660398,0,0,0,0,0,earn
81,0.0931102805353,0.340170714748,0.11529590759,0,0,0,0,0,0.439956277224,0,grain
82,0,0,0,0,0.943748958158,0,0,0,0,0,earn
83,0,0,0,0,0,0.353134382983,0,0.255308298276,0,0.337702661181,acq
84,0,0,0,0,0,0.383777772914,0.549544209451,0,0,0,acq
85,0,0,0,0,0.949997551485,0,0,0,0,0,earn
86,0.699999972799,0.0333333349209,0.0333333380405,0.0333333333335,0.0333333333335,0.0333333333859,0.0333333333362,0.0333333518573,0.0333333333518,0.0333333356417,crude
87,0,0,0,0.778607896477,0.0539785518039,0.0781584515603,0.0661741374841,0,0,0,crude
88,0,0,0,0.511276060726,0,0,0,0,0.475815190637,0,grain
89,0,0,0,0.756448642302,0,0.0785589446053,0.141655055825,0,0,0,crude
90,0.0100000268929,0.0100004708167,0.010000328231,0.0100002275666,0.809168124107,0.110827989929,0.0100018491896,0.0100000485029,0.0100003236887,0.0100006110757,earn
91,0,0,0,0.420144514225,0,0,0,0,0.567353971118,0,grain
92,0,0,0,0,0,0,0.884718056587,0,0,0.0894709239857,acq
93,0,0,0,0,0.935714259303,0,0,0,0,0,earn
94,0,0,0,0,0.970966777153,0,0,0,0,0,earn
95,0,0,0,0,0.984209893423,0,0,0,0,0,earn
96,0,0,0,0,0,0,0.9819954875,0,0,0,crude
97,0,0,0,0,0.974284864692,0,0,0,0,0,earn
98,0,0,0.724475086159,0,0.143684423242,0,0.120548835232,0,0,0,earn
99,0,0.358832926604,0.444227208858,0.0378127050923,0,0,0.109687091169,0,0.0421917943435,0,money-fx
100,0,0.979127379873,0,0,0,0.0147178338692,0,0,0,0,interest
101,0,0,0,0,0,0,0,0,0.975673048526,0,grain
102,0,0.321632468287,0,0,0,0,0.0522384751774,0,0,0.612665477252,interest
103,0,0,0,0.0740381593206,0.0222226924292,0,0,0,0.900759760473,0,grain
104,0.0181427350622,0.132882007034,0,0.364602311544,0,0.0196059310692,0.0246472586015,0.237628493476,0.201048516363,0,crude
105,0,0.681730771352,0,0.14315498086,0,0,0,0,0.172122149182,0,crude
106,0,0,0,0.532767153254,0,0,0,0.048155750792,0.400653420657,0,grain
107,0,0.475128474472,0,0,0,0,0,0.391445794778,0.123834360007,0,crude
108,0,0.30956201745,0,0.0650697660768,0,0.15814012091,0,0,0.463697956646,0,crude
109,0,0.718513674414,0.131338538677,0,0,0,0,0.0498589535953,0,0.0978786327608,money-fx
110,0,0,0,0.0801098337919,0,0,0.0533159985467,0.791836909015,0.0634412428305,0,crude
111,0,0.613480091338,0.0855779089107,0,0,0,0,0,0.280938848422,0,grain
112,0,0,0,0,0,0,0.283380982642,0,0.696101940874,0,grain
113,0,0.602162703682,0,0,0,0,0,0,0,0.38967205042,money-fx
114,0,0,0,0.0973491678112,0.0474654831005,0.205937582526,0.454583578797,0,0.14482384929,0.0430588069725,acq
115,0,0,0,0,0,0.414961661597,0.305465153759,0,0.262497961859,0,trade
116,0,0,0,0.361752128042,0,0.0143403491982,0.0617224741985,0.0826597018048,0.476879240353,0,crude
117,0.0189720999299,0,0,0,0,0.78506330861,0.185024473868,0,0,0,earn
118,0,0.131259841447,0,0.0361529936844,0.130570095723,0,0.0969073496116,0,0.114049016756,0.483786310825,ship
119,0,0,0,0,0,0.737367247594,0.145642953235,0,0,0.10035159735,money-fx
120,0.699999971588,0.0333333349211,0.0333333380732,0.0333333333335,0.0333333333335,0.0333333333859,0.0333333333362,0.033333353013,0.0333333333518,0.0333333356635,acq
121,0,0,0,0,0.967849923026,0,0,0,0,0,earn
122,0.0429820584466,0.0341422380024,0.0919835162181,0,0,0,0.768996496321,0.0586692937232,0,0,acq
123,0,0,0.476952285325,0,0,0.124132283967,0.349075082714,0,0,0.0423388793914,acq
124,0,0,0,0,0,0,0,0,0,0.98084843082,money-fx
125,0,0.169845642364,0,0,0,0.418575653978,0.180162275317,0,0.218647745753,0,trade
126,0,0,0,0.0526511154121,0,0,0.923101605534,0,0,0,acq
127,0,0.263208104487,0,0,0,0,0.47611048018,0,0.253310778739,0,earn
128,0,0.54814857177,0,0,0,0.25045013695,0,0,0,0.194733089955,interest
129,0,0,0,0,0,0,0.424272430693,0.0106301322963,0.558956378206,0,grain
130,0,0.163652567655,0.187954621657,0,0,0.157005893845,0.387013698184,0.042710018638,0,0.0584366815651,acq
131,0,0,0,0,0.135779253146,0,0.846438880895,0,0,0,acq
132,0,0,0,0,0,0,0,0,0,0.930758792779,money-fx
133,0.13426522851,0.70543183524,0,0,0,0,0,0,0.10058372,0.0420702753497,trade
134,0,0,0,0,0,0,0,0,0,0.976312941327,money-fx
135,0.0218588462503,0.554984467448,0,0.0263209922825,0,0,0,0,0.394722609824,0,trade
136,0,0.527067663429,0,0,0,0,0.350715382058,0,0.106303825302,0,earn
137,0,0.152287963683,0,0.826086926034,0,0,0,0,0,0,crude
138,0,0,0,0.159647291585,0,0,0,0.823682553284,0,0,crude
139,0,0,0,0.656421326405,0,0,0,0.305313532824,0.0242627845874,0,crude
140,0,0.335143727252,0,0,0,0,0,0,0.658603763348,0,trade
141,0,0.0982764785961,0,0,0,0.0584208899553,0.791950845025,0.0394111359838,0,0,earn
142,0,0,0,0,0,0,0.870589844629,0,0.110800122431,0,acq
143,0.0182017281818,0.294891804387,0.303455060078,0,0,0.0353330054934,0.128514054485,0.218022990373,0,0,acq
144,0,0,0.594964345354,0.113283862927,0,0.281455176498,0,0,0,0,acq
145,0,0,0,0.157710083183,0,0,0,0.826902147454,0,0,crude
146,0.0635977950361,0,0.791201259019,0,0,0,0.129288745331,0,0,0,acq
147,0.0589312065731,0,0,0,0,0.283257564642,0.639386573394,0,0,0,acq
148,0.054304340607,0.0209393296004,0.609124165738,0,0,0.0266483374991,0.235124579858,0,0,0.0521989090294,acq
149,0,0.0972984727937,0.557384098574,0,0,0.295311564922,0,0,0,0,acq
150,0,0,0,0,0.380458896256,0.588770063989,0,0,0,0,earn
151,0,0,0,0,0,0,0.576706427939,0,0,0.369950385202,acq
152,0,0,0.206206633141,0,0,0,0.319370714494,0.0242425170816,0,0.437678482977,earn
153,0.699999973189,0.03333333493,0.0333333381195,0.0333333333335,0.0333333333335,0.0333333333859,0.0333333333362,0.0333333513509,0.0333333333518,0.0333333356694,acq
154,0,0.0600833691753,0.687286684649,0,0,0,0.230046777668,0,0,0,acq
155,0,0,0,0,0.967856330122,0,0,0,0,0,earn
156,0,0,0.11722977895,0.148613136469,0,0,0.717874745509,0,0,0,acq
157,0,0.0125115543904,0,0,0,0.0682811519808,0.555583584238,0.239531272551,0,0.119958895986,earn
158,0.699999972468,0.0333333349304,0.0333333381346,0.0333333333335,0.0333333333335,0.0333333333859,0.0333333333362,0.0333333520709,0.0333333333518,0.0333333356549,earn
159,0,0,0.549397908632,0,0,0,0.41631392833,0,0.0274905336182,0,acq
160,0,0,0,0,0.137335659315,0,0,0,0.839132054009,0,grain
161,0.699999972383,0.033333334927,0.0333333382335,0.0333333333335,0.0333333333335,0.0333333333859,0.0333333333362,0.0333333520499,0.0333333333518,0.0333333356653,earn
162,0.699999970667,0.0333333349372,0.0333333380976,0.0333333333335,0.0333333333335,0.0333333333859,0.0333333333362,0.0333333539009,0.0333333333518,0.033333335656,acq
163,0,0,0,0,0.952630283119,0,0,0,0,0,earn
164,0.69999997245,0.0333333349358,0.0333333380419,0.0333333333335,0.0333333333335,0.0333333333859,0.0333333333362,0.0333333521556,0.0333333333518,0.0333333356759,acq
165,0.153179300586,0,0.829796371824,0,0,0,0,0,0,0,acq
166,0,0,0.780746379533,0,0.179245941886,0,0,0,0,0,earn
167,0,0,0.454155626616,0,0.140382804756,0,0.358790941291,0,0,0,earn
168,0.0100012415411,0.010000766652,0.909988037586,0.010000455835,0.0100010197794,0.0100010594437,0.0100046175738,0.0100004456134,0.0100008760806,0.0100014798952,earn
169,0,0,0.454218100074,0,0.140390972434,0,0.358720300025,0,0,0,earn
170,0,0,0.408513402084,0.0740393463117,0,0,0.508803399355,0,0,0,acq
171,0,0,0,0,0.215340849585,0,0.766878232247,0,0,0,earn
172,0.0166669774356,0.0166676055052,0.374598105095,0.0166670519356,0.357584354591,0.151140061045,0.0166687330085,0.0166668758884,0.0166668528675,0.0166733826287,earn
173,0,0.239805297133,0,0,0,0,0,0,0,0.750436677495,money-fx
174,0,0.0380493923912,0,0.0475484228127,0,0,0,0,0.902733428161,0,grain
175,0.699999974237,0.0333333349176,0.0333333380655,0.0333333333335,0.0333333333335,0.0333333333859,0.0333333333362,0.0333333503919,0.0333333333518,0.0333333356474,acq
176,0,0,0,0,0.718446576243,0,0.258691950558,0,0,0,earn
177,0,0,0,0,0.987498248671,0,0,0,0,0,earn
178,0.0125001555224,0.0125003960581,0.0125005706455,0.0125002591033,0.887496695686,0.0125003517314,0.0125004631682,0.0125002653042,0.0125002671137,0.0125005756671,earn
179,0,0,0.830499174715,0,0,0.0388687585045,0,0,0,0.116902887385,acq
180,0,0,0,0,0,0.918740485559,0,0,0.057724159213,0,grain
181,0,0,0,0,0.118965148321,0,0.803321922018,0,0,0.0686193916929,earn
182,0,0,0.627151658895,0,0,0,0.249721719621,0.10191046354,0,0,acq
183,0,0,0,0,0.257460952127,0.695474834859,0,0,0,0,earn
184,0,0,0,0,0.244127638123,0.711421995464,0,0,0,0,earn
185,0.699999973046,0.03333333493,0.0333333380767,0.0333333333335,0.0333333333335,0.0333333333859,0.0333333333362,0.0333333515714,0.0333333333518,0.0333333356355,acq
186,0,0,0.225451301462,0,0,0,0.56539473371,0,0,0.192870948469,acq
187,0,0.129827160085,0.672372729812,0,0,0,0.171869432664,0,0,0,acq
188,0,0,0,0,0,0,0.957137118289,0,0,0,acq
189,0,0,0,0,0,0,0.414889093411,0,0,0.578859886452,acq
190,0,0,0,0,0.97906882485,0,0,0,0,0,earn
191,0.69999997272,0.0333333349237,0.0333333381163,0.0333333333335,0.0333333333335,0.0333333333859,0.0333333333362,0.0333333518559,0.0333333333518,0.0333333356436,earn
192,0,0,0,0,0.960868838773,0,0,0,0,0,earn
193,0.699999971305,0.0333333349369,0.033333338121,0.0333333333335,0.0333333333335,0.0333333333859,0.0333333333362,0.0333333532379,0.0333333333518,0.0333333356585,crude
194,0.0111113163838,0.0111115515801,0.0111115570365,0.0111116872726,0.89999532119,0.0111118724375,0.0111116341011,0.0111113231371,0.0111114765073,0.0111122603541,earn
195,0,0,0,0,0.924977560774,0,0,0,0,0,earn
196,0,0,0,0,0.939999091783,0,0,0,0,0,earn
197,0,0,0,0,0,0.258278714224,0.35078365276,0,0,0.354087937444,acq
198,0.012500113097,0.0125006412234,0.0125002315446,0.0125013584217,0.887488477506,0.0125014256325,0.0125035125945,0.0125016753628,0.0125022174631,0.0125003471545,earn
199,0,0,0.438688962976,0,0.0368569865664,0.204587949448,0.3116453324,0,0,0,earn
200,0,0,0.395491211546,0,0,0,0.207514045276,0.255765251832,0,0.121870836996,acq
201,0,0.662521136675,0,0,0,0.321148520946,0,0,0,0,money-fx
202,0,0,0.203239256843,0,0,0,0.300999231714,0,0,0.471617766012,acq
203,0.049548825552,0,0,0,0.227860469032,0,0.697588189654,0,0,0,earn
204,0,0,0,0,0.943748804557,0,0,0,0,0,earn
205,0,0,0,0,0.952629998513,0,0,0,0,0,earn
206,0,0.128359448734,0,0.207734288871,0,0,0.110286907201,0,0.545925148631,0,crude
207,0,0,0,0,0.94833560598,0,0,0.0383273566826,0,0,earn
208,0,0,0,0,0.957140093721,0,0,0,0,0,earn
209,0.0152183036722,0,0.533270768465,0,0,0.0716044110896,0.353838730952,0,0.0239396967605,0,acq
210,0,0.417020092087,0,0,0,0.557168315451,0,0,0,0,acq
211,0.151247944504,0,0.379243907958,0,0,0,0.428324765566,0,0,0,acq
212,0,0,0.0369345070742,0.0330827823796,0,0,0,0,0.922838854935,0,grain
213,0,0.136169309883,0,0.257916103747,0,0,0.0878441773796,0,0.512299781291,0,crude
214,0,0.422936694945,0.106403581723,0,0,0.0793956640193,0,0,0.0287489026023,0.35548662426,acq
215,0,0.223171809288,0.19916748067,0,0.114127184143,0.170764788319,0,0,0,0.279945550419,acq
216,0.0166666857608,0.0166666689102,0.0166668922244,0.0166666700173,0.849999593482,0.0166666978786,0.0166667506993,0.0166666855314,0.016666673281,0.016666682215,earn
217,0.0166666857563,0.0166666689097,0.0166668742042,0.0166666700167,0.849999611807,0.0166666978722,0.0166667504148,0.0166666855277,0.0166666732798,0.0166666822119,earn
218,0.0166666857573,0.0166666689098,0.0166668791677,0.0166666700169,0.849999606787,0.0166666978755,0.0166667504637,0.016666685529,0.0166666732801,0.0166666822129,earn
219,0.699999973472,0.0333333349229,0.033333338037,0.0333333333335,0.0333333333335,0.0333333333859,0.0333333333362,0.0333333512021,0.0333333333518,0.0333333356251,crude
220,0.0166666857559,0.0166666689097,0.0166668741021,0.0166666700167,0.849999611967,0.0166666978704,0.0166667503588,0.0166666855273,0.0166666732798,0.016666682212,earn
221,0.0166666857564,0.0166666689098,0.0166668761716,0.0166666700168,0.84999960977,0.0166666978724,0.0166667504829,0.0166666855279,0.0166666732799,0.0166666822123,earn
222,0.0125000828279,0.0125003424782,0.0125002261277,0.0125001663759,0.887497945111,0.012500446727,0.0125002849654,0.0125001046404,0.0125001170168,0.0125002837297,earn
223,0,0.111218874618,0,0.0723550234115,0.0148867203768,0.100719967969,0.110795190345,0,0.584140373097,0,grain
224,0.0125000828278,0.0125003424523,0.0125002261259,0.0125001663756,0.887497945354,0.0125004464852,0.0125002849855,0.0125001046404,0.0125001170167,0.0125002837365,earn
225,0.317092055983,0.346101195742,0,0.326944166723,0,0,0,0,0,0,ship
226,0.699999970949,0.0333333349358,0.0333333381378,0.0333333333335,0.0333333333335,0.033333333386,0.0333333333362,0.0333333535598,0.0333333333518,0.0333333356763,money-fx
227,0.0166666857567,0.0166666689098,0.0166668779118,0.0166666700168,0.849999608003,0.016666697873,0.0166667505076,0.0166666855282,0.01666667328,0.0166666822126,earn
228,0,0.22899016172,0,0,0,0.73622202142,0,0,0,0,money-fx
229,0,0,0,0,0,0.770040797524,0.21044424547,0,0,0,earn
230,0,0,0,0,0.939999511915,0,0,0,0,0,earn
231,0.0166666857566,0.0166666689098,0.0166668764078,0.0166666700168,0.849999609551,0.016666697874,0.016666750464,0.0166666855281,0.0166666732799,0.0166666822126,earn
232,0,0,0,0,0.852251207564,0,0.134185486682,0,0,0,earn
233,0.0166666857552,0.0166666689097,0.0166668709426,0.0166666700166,0.84999961502,0.0166666978702,0.016666750468,0.016666685527,0.0166666732795,0.0166666822115,earn
234,0,0,0,0,0,0,0.959078969032,0,0,0,acq
235,0,0,0,0,0.935713857698,0,0,0,0,0,earn
236,0,0,0,0,0.924999947221,0,0,0,0,0,earn
237,0,0,0,0,0.935713510402,0,0,0,0,0,earn
238,0.0166666857567,0.0166666689097,0.0166668740684,0.0166666700167,0.849999611626,0.016666697875,0.0166667507279,0.0166666855277,0.0166666732798,0.0166666822122,earn
239,0,0,0,0,0.977499250181,0,0,0,0,0,earn
240,0,0,0,0,0.924998006633,0,0,0,0,0,earn
241,0,0,0,0,0.471146414429,0,0.390188782938,0,0,0.110661053417,earn
242,0,0,0,0.683178803643,0,0,0.295195865163,0,0,0,crude
243,0,0.246816929228,0.292449573274,0,0,0,0.453935230619,0,0,0,acq
244,0.012500191627,0.0125003298649,0.012500271627,0.0125004495037,0.887496637274,0.0125004061417,0.0125005999796,0.0125001188064,0.0125003132178,0.0125006819577,earn
245,0,0,0.639064882661,0,0,0,0.338710118279,0,0,0,acq
246,0.0142859236905,0.0142862475942,0.0142864815423,0.0142860631653,0.871424125369,0.014286187897,0.0142863362183,0.0142860713302,0.0142860739467,0.0142864892468,earn
247,0,0.149450360029,0.105135724351,0,0.192343630682,0.302283066368,0,0,0,0.240145696647,acq
248,0,0,0.321906723077,0,0,0,0.576507792497,0,0,0.0895141683639,acq
249,0,0,0,0,0.144573627387,0,0.815421338,0,0,0,earn
250,0,0,0.298685461778,0.0999432276495,0,0.151688444814,0.428989003949,0,0,0,acq
251,0.0166666857569,0.0166666689098,0.0166668782179,0.0166666700168,0.849999607639,0.0166666978734,0.0166667505645,0.0166666855285,0.0166666732801,0.0166666822127,earn
252,0.203164892038,0,0.223520763201,0,0.102385256842,0,0.452176879413,0,0,0,earn
253,0,0,0,0,0.975675141651,0,0,0,0,0,earn
254,0,0,0.935705522334,0,0,0,0,0,0,0,acq
255,0,0,0.679059369494,0,0.133387473525,0,0,0,0.158380013426,0,acq
256,0,0,0,0,0.939998923064,0,0,0,0,0,earn
257,0,0.0814451587634,0.281221951591,0.0664272099013,0,0,0,0.36523595627,0,0.200860759832,ship
258,0,0,0.831895266093,0,0,0,0,0.13732428038,0,0,acq
259,0,0,0,0,0.975675140135,0,0,0,0,0,earn
260,0.100387707475,0,0.867606754963,0,0,0,0,0,0,0,acq
261,0,0,0,0,0.918175575502,0,0,0,0,0,earn
262,0,0,0,0,0,0,0.930749648222,0,0,0,earn
263,0.699999973632,0.0333333349337,0.0333333380378,0.0333333333335,0.0333333333335,0.0333333333859,0.0333333333362,0.033333351021,0.0333333333518,0.0333333356345,earn
264,0.0166666857587,0.01666666891,0.0166668878105,0.0166666700172,0.849999598122,0.0166666978752,0.0166667504816,0.0166666855303,0.0166666732807,0.0166666822142,earn
265,0.016666685758,0.0166666689099,0.0166668828505,0.016666670017,0.849999603051,0.0166666978756,0.0166667505147,0.0166666855291,0.0166666732804,0.0166666822136,earn
266,0.0166666857555,0.0166666689097,0.0166668726619,0.0166666700166,0.849999613382,0.0166666978704,0.0166667503856,0.0166666855272,0.0166666732797,0.0166666822118,earn
267,0.0166666857568,0.0166666689098,0.0166668771714,0.0166666700168,0.849999608715,0.0166666978732,0.0166667505362,0.0166666855283,0.01666667328,0.0166666822126,earn
268,0.699999973169,0.0333333349231,0.0333333380039,0.0333333333335,0.0333333333335,0.0333333333859,0.0333333333362,0.0333333515301,0.0333333333518,0.0333333356334,grain
269,0.0166666857628,0.0166666689105,0.016666907072,0.0166666700178,0.849999578379,0.0166666978858,0.016666750938,0.0166666855344,0.016666673282,0.0166666822175,earn
270,0.0349220134367,0,0,0.225428123846,0.041773803093,0,0.63012499625,0,0,0.0632853230439,earn
271,0.0125000049341,0.0125000077485,0.0125001047717,0.012500034152,0.887499061288,0.0125000651732,0.0125004019019,0.0125000096638,0.0125000699733,0.0125002403932,earn
272,0,0,0,0,0.918180171202,0,0,0,0,0,earn
273,0.0166666857568,0.0166666689098,0.0166668773361,0.0166666700168,0.849999608435,0.0166666978737,0.0166667506514,0.0166666855282,0.01666667328,0.0166666822126,earn
274,0.0166666857601,0.0166666689102,0.0166668932832,0.0166666700174,0.849999592388,0.0166666978784,0.0166667507345,0.0166666855314,0.0166666732811,0.0166666822154,earn
275,0.0166666857612,0.0166666689103,0.0166668999576,0.0166666700176,0.84999958559,0.0166666978806,0.0166667508518,0.0166666855327,0.0166666732815,0.0166666822163,earn
276,0,0,0.20060189007,0,0,0.597133511534,0.17812136296,0,0,0,acq
277,0,0.252055659761,0.0816939049115,0.203224893163,0,0,0,0.444323990926,0,0.0148247204583,crude
278,0.134897733795,0,0.130192961258,0,0.0923004214511,0,0.631696029863,0,0,0,acq
279,0.0200002448148,0.0200000003315,0.0200017023604,0.0200000012972,0.819994712495,0.0200001983592,0.0200030992483,0.0200000035503,0.0200000104108,0.0200000271324,earn
280,0,0,0,0.370837195031,0,0.252562069471,0.347429548302,0,0,0,crude
281,0.69999997131,0.0333333349426,0.0333333381853,0.0333333333335,0.0333333333335,0.0333333333859,0.0333333333362,0.0333333531419,0.0333333333518,0.0333333356796,acq
282,0,0,0.957136754912,0,0,0,0,0,0,0,acq
283,0.0261449530249,0.116753113517,0.291436820496,0,0,0.0127711120942,0.339819798644,0.057197410797,0,0.15502907997,acq
284,0,0,0,0,0.981631781911,0,0,0,0,0,earn
285,0.0245306376658,0.522150457842,0,0.119210745059,0.0176484739153,0,0,0,0.277763634495,0.036211015233,trade
286,0.0200003926666,0.0200002547203,0.020000300281,0.0200000439051,0.819996739894,0.0200003245105,0.0200005973762,0.0200001763888,0.0200003233112,0.0200008469465,earn
287,0,0,0.246144200916,0,0,0,0.732797698992,0,0,0,acq
